ID,LUCODES_IDENTIFIER,CODE_TYPE,CODE_NAME,ABBREVIATION,DESCRIPTION,SORT_ORDER,R_SEG,CY
266,4496097.0,UTM_ZONE,UTM Zone 01,01,Zone Range: 180W - 174W      Central Meridian: 177W,1.0,,2017.0
267,4496098.0,UTM_ZONE,UTM Zone 02,02,Zone Range: 174W - 168W      Central Meridian: 171W,2.0,,2017.0
268,4496099.0,UTM_ZONE,UTM Zone 03,03,Zone Range: 168W - 162W      Central Meridian: 165W,3.0,,2017.0
269,4496100.0,UTM_ZONE,UTM Zone 04,04,Zone Range: 162W - 156W      Central Meridian: 159W,4.0,,2017.0
270,4496101.0,UTM_ZONE,UTM Zone 05,05,Zone Range: 156W - 150W      Central Meridian: 153W,5.0,,2017.0
271,4496102.0,UTM_ZONE,UTM Zone 06,06,Zone Range: 150W - 144W      Central Meridian: 147W,6.0,,2017.0
272,4496103.0,UTM_ZONE,UTM Zone 07,07,Zone Range: 144W - 138W      Central Meridian: 141W,7.0,,2017.0
273,4496104.0,UTM_ZONE,UTM Zone 08,08,Zone Range: 138W - 132W      Central Meridian: 135W,8.0,,2017.0
274,4496105.0,UTM_ZONE,UTM Zone 09,09,Zone Range: 132W - 126W      Central Meridian: 129W,9.0,,2017.0
275,4496106.0,UTM_ZONE,UTM Zone 10,10,Zone Range: 126W - 120W      Central Meridian: 123W,10.0,,2017.0
276,4496107.0,INCIDENT_TYPE,Wildfire,WF,,1.0,,2017.0
277,4496108.0,INCIDENT_TYPE,Chemical Disaster,CD,,2.0,,2017.0
278,4496109.0,INCIDENT_TYPE,Dam Failure,DF,,3.0,,2017.0
279,4496110.0,INCIDENT_TYPE,Biological Outbreak,BO,,4.0,,2017.0
280,4496111.0,INCIDENT_TYPE,Earthquake,EQ,,5.0,,2017.0
281,4496112.0,INCIDENT_TYPE,Flood,FL,,6.0,,2017.0
282,4496113.0,INCIDENT_TYPE,Foreign Disaster Assistance,FDA,,7.0,,2017.0
283,4496114.0,INCIDENT_TYPE,Hazardous Materials,HAZMAT,,8.0,,2017.0
284,4496115.0,INCIDENT_TYPE,Heat Event,HEAT,,9.0,,2017.0
285,4496116.0,INCIDENT_TYPE,Hurricane,HURR,,10.0,,2017.0
286,4496117.0,INCIDENT_TYPE,Mass Earth Movement / Avalanche,MEM/A,,11.0,,2017.0
287,4496118.0,INCIDENT_TYPE,Nuclear Emergency,NE,,12.0,,2017.0
288,4496119.0,INCIDENT_TYPE,Civil Unrest / People Gathering,CU/PG,,13.0,,2017.0
289,4496120.0,INCIDENT_TYPE,Search and Rescue / Recovery,SR/R,,14.0,,2017.0
290,4496121.0,INCIDENT_TYPE,Terrorism,TR,,15.0,,2017.0
291,4496122.0,INCIDENT_TYPE,Thunderstorm,TH,,1.0,,2017.0
292,4496123.0,INCIDENT_TYPE,Tornado,TO,,16.0,,2017.0
293,4496124.0,INCIDENT_TYPE,Tsunami,TS,,17.0,,2017.0
294,4496125.0,INCIDENT_TYPE,Volcanic Eruption,VE,,18.0,,2017.0
295,4496126.0,INCIDENT_TYPE,Winter Storm,WS,,19.0,,2017.0
296,4496127.0,TT,NIMO,N,,12.0,,2017.0
297,4496128.0,INCIDENT_TYPE,Other,OT,,19.0,,2017.0
298,4496129.0,FIRE_SUPPRESSION_STRATEGY,Monitor,M,,1.0,,2017.0
299,4496130.0,FIRE_SUPPRESSION_STRATEGY,Confine,C,,2.0,,2017.0
300,4496131.0,FIRE_SUPPRESSION_STRATEGY,Point Zone Protection,PZP,,3.0,,2017.0
301,4496132.0,RESOURCE_TYPE,Aerial Apparatus,AEAP,Aerial Apparatus,1001.0,,2017.0
302,4496133.0,RESOURCE_TYPE,Rescue/Medical Unit,RMDU,Rescue/Medical Unit,222.0,,2017.0
303,4496134.0,RESOURCE_TYPE,Heavy Rescue Unit,HRU,Heavy Rescue Unit,221.0,,2017.0
304,4496135.0,FIRE_SUPPRESSION_STRATEGY,Full Suppression,FS,,7.0,,2017.0
305,4496136.0,STRUCTURE_SUMMARY_TYPE,Multiple Residences,MR,,2.0,,2017.0
306,4496137.0,STRUCTURE_SUMMARY_TYPE,Mixed Commercial / Residential,MC/R,,3.0,,2017.0
307,4496138.0,STRUCTURE_SUMMARY_TYPE,Nonresidential Commercial Property,NRC,,4.0,,2017.0
308,4496139.0,STRUCTURE_SUMMARY_TYPE,Other Minor Structures,OTH,,5.0,,2017.0
309,4496140.0,NORTH_AMERICAN_TIME_ZONE,US/Central,CST/CDT,US/Central (CST/CDT),2.0,,2017.0
310,4496141.0,NORTH_AMERICAN_TIME_ZONE,US/Mountain,MST/MDT,US/Mountain (MST/MDT),3.0,,2017.0
311,4496142.0,NORTH_AMERICAN_TIME_ZONE,US/Pacific,PST/PDT,US/Pacific (PST/PDT),4.0,,2017.0
312,4496143.0,NORTH_AMERICAN_TIME_ZONE,US/Alaska,AKST/AKDT,US/Alaska (AKST/AKDT),5.0,,2017.0
313,4496144.0,NORTH_AMERICAN_TIME_ZONE,US/Aleutian,HAST/HADT,US/Aleutian (HAST/HADT),6.0,,2017.0
314,4496145.0,NORTH_AMERICAN_TIME_ZONE,US/Hawaii,HST/HDT,US/Hawaii (HST/HDT),7.0,,2017.0
315,4496146.0,CASUALTY_ILLNESS_TYPE,Fatalities,F,,1.0,,2017.0
316,4496147.0,CASUALTY_ILLNESS_TYPE,With Injuries/Illness,II,,2.0,,2017.0
317,4496148.0,CASUALTY_ILLNESS_TYPE,Trapped/In Need of Rescue,T/INR,,3.0,,2017.0
318,4496149.0,CASUALTY_ILLNESS_TYPE,Missing,M,,4.0,,2017.0
319,4496150.0,CASUALTY_ILLNESS_TYPE,Evacuated,E,,5.0,,2017.0
320,4496151.0,WORLD_TIME_ZONE,US/Aleutian,,US/Aleutian,20.0,,2017.0
321,4496152.0,WORLD_TIME_ZONE,US/Arizona,,US/Arizona,30.0,,2017.0
322,4496153.0,CASUALTY_ILLNESS_TYPE,Sheltering in Place,SIP,,6.0,,2017.0
323,4496154.0,CASUALTY_ILLNESS_TYPE,In Temporary Shelters,ITS,,7.0,,2017.0
324,4496155.0,CASUALTY_ILLNESS_TYPE,Have Received Mass Immunizations,MI,,8.0,,2017.0
325,4496156.0,CASUALTY_ILLNESS_TYPE,Require Immunizations,RI,,9.0,,2017.0
326,4496157.0,CASUALTY_ILLNESS_TYPE,In Quarantine,IQ,,10.0,,2017.0
327,4496158.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,No Likely Threat,NLT,,1.0,,2017.0
328,4496159.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Potential Future Threat,PFT,,2.0,,2017.0
329,4496160.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Mass Notifications in Progress,MNP,,3.0,,2017.0
330,4496161.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Mass Notifications Completed,MNC,,4.0,,2017.0
331,4496162.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,No Evacuation(s) Imminent,NEI,,5.0,,2017.0
332,4496163.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Planning for Evacuation,PE,,6.0,,2017.0
333,4496164.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Planning for Shelter-in-Place,PSIP,,7.0,,2017.0
334,4496165.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Evacuation(s) in Progress,EP,,8.0,,2017.0
335,4496166.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Shelter-in-Place in Progress,SIPP,,9.0,,2017.0
336,4496167.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Repopulation in Progress,RP,,10.0,,2017.0
337,4496168.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Mass Immunization in Progress,MIP,,11.0,,2017.0
338,4496169.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Mass Immunization Complete,MIC,,12.0,,2017.0
339,4496170.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Quarantine in Progress,QP,,13.0,,2017.0
340,4496171.0,LIFE_SAFETY_HEALTH_THREAT_TYPE,Area Restriction in Effect,AR,,14.0,,2017.0
341,4496172.0,STRUCTURE_SUMMARY_TYPE,Single Residences,SR,,1.0,,2017.0
342,4496173.0,NORTH_AMERICAN_TIME_ZONE,US/Samoa,SST,US/Samoa (SST),8.0,,2017.0
343,4496174.0,NORTH_AMERICAN_TIME_ZONE,US/Arizona,MST,US/Arizona (MST),9.0,,2017.0
344,4496175.0,NORTH_AMERICAN_TIME_ZONE,America/Puerto_Rico,AST,America/Puerto_Rico (AST),10.0,,2017.0
345,4496176.0,NORTH_AMERICAN_TIME_ZONE,Canada/Newfoundland,NST/NDT,Canada/Newfoundland (NST/NDT),11.0,,2017.0
346,4496177.0,PRINCIPAL_MERIDIAN,1st Principal Meridian,01,,1.0,,2017.0
347,4496178.0,PRINCIPAL_MERIDIAN,2nd Principal Meridian,02,,2.0,,2017.0
348,4496179.0,PRINCIPAL_MERIDIAN,3rd Principal Meridian,03,,3.0,,2017.0
349,4496180.0,PRINCIPAL_MERIDIAN,4th Principal Meridian,04,,4.0,,2017.0
350,4496181.0,PRINCIPAL_MERIDIAN,5th Principal Meridian,05,,5.0,,2017.0
351,4496182.0,PRINCIPAL_MERIDIAN,6th Principal Meridian,06,,6.0,,2017.0
352,4496183.0,PRINCIPAL_MERIDIAN,Mt. Diablo,21,,21.0,,2017.0
353,4496184.0,PRINCIPAL_MERIDIAN,New Mexico,23,,23.0,,2017.0
354,4496185.0,PRINCIPAL_MERIDIAN,Ohio,35,,35.0,,2017.0
355,4496186.0,PRINCIPAL_MERIDIAN,Great Miami River,36,,36.0,,2017.0
356,4496187.0,PRINCIPAL_MERIDIAN,Muskingum River,37,,37.0,,2017.0
357,4496188.0,PRINCIPAL_MERIDIAN,Ohio River,38,,38.0,,2017.0
358,4496189.0,PRINCIPAL_MERIDIAN,1st Scioto River,39,,39.0,,2017.0
359,4496190.0,PRINCIPAL_MERIDIAN,2nd Scioto River,40,,40.0,,2017.0
360,4496191.0,PRINCIPAL_MERIDIAN,3rd Scioto River,41,,41.0,,2017.0
361,4496192.0,PRINCIPAL_MERIDIAN,Ellicotts Line,42,,42.0,,2017.0
362,4496193.0,PRINCIPAL_MERIDIAN,12 Mile Square,43,,43.0,,2017.0
363,4496194.0,WORLD_TIME_ZONE,US/Central,,US/Central,40.0,,2017.0
364,4496195.0,WORLD_TIME_ZONE,US/East-Indiana,,US/East-Indiana,50.0,,2017.0
365,4496196.0,WORLD_TIME_ZONE,US/Eastern,,US/Eastern,60.0,,2017.0
366,4496197.0,WORLD_TIME_ZONE,US/Hawaii,,US/Hawaii,70.0,,2017.0
367,4496198.0,WORLD_TIME_ZONE,US/Indiana-Starke,,US/Indiana-Starke,80.0,,2017.0
368,4496199.0,WORLD_TIME_ZONE,US/Michigan,,US/Michigan,90.0,,2017.0
369,4496200.0,WORLD_TIME_ZONE,US/Mountain,,US/Mountain,100.0,,2017.0
370,4496201.0,WORLD_TIME_ZONE,US/Pacific,,US/Pacific,110.0,,2017.0
371,4496202.0,WORLD_TIME_ZONE,US/Pacific-New,,US/Pacific-New,120.0,,2017.0
372,4496203.0,WORLD_TIME_ZONE,US/Samoa,,US/Samoa,130.0,,2017.0
373,4496204.0,WORLD_TIME_ZONE,Canada/Atlantic,,Canada/Atlantic,140.0,,2017.0
374,4496205.0,WORLD_TIME_ZONE,Canada/Central,,Canada/Central,150.0,,2017.0
375,4496206.0,WORLD_TIME_ZONE,Canada/East-Saskatchewan,,Canada/East-Saskatchewan,160.0,,2017.0
376,4496207.0,WORLD_TIME_ZONE,Canada/Eastern,,Canada/Eastern,170.0,,2017.0
377,4496208.0,WORLD_TIME_ZONE,Canada/Mountain,,Canada/Mountain,180.0,,2017.0
378,4496209.0,WORLD_TIME_ZONE,Canada/Newfoundland,,Canada/Newfoundland,190.0,,2017.0
379,4496210.0,WORLD_TIME_ZONE,Canada/Pacific,,Canada/Pacific,200.0,,2017.0
380,4496211.0,WORLD_TIME_ZONE,Canada/Saskatchewan,,Canada/Saskatchewan,210.0,,2017.0
381,4496212.0,WORLD_TIME_ZONE,Canada/Yukon,,Canada/Yukon,220.0,,2017.0
382,4496213.0,WORLD_TIME_ZONE,CST6CDT,,CST6CDT,2330.0,,2017.0
383,4496214.0,WORLD_TIME_ZONE,EST5EDT,,EST5EDT,2390.0,,2017.0
384,4496215.0,WORLD_TIME_ZONE,MST7MDT,,MST7MDT,3490.0,,2017.0
385,4496216.0,WORLD_TIME_ZONE,PST8PDT,,PST8PDT,3580.0,,2017.0
386,4496217.0,IRWIN_RESOURCE_TYPE,"Engine, Type 2",,"Engine, Type 2",12.0,,2017.0
387,4496218.0,IRWIN_RESOURCE_TYPE,"Engine, Type 3",,"Engine, Type 3",13.0,,2017.0
388,4496219.0,IRWIN_RESOURCE_TYPE,"Engine, Type 4",,"Engine, Type 4",14.0,,2017.0
389,4496220.0,IRWIN_RESOURCE_TYPE,"Engine, Type 5",,"Engine, Type 5",15.0,,2017.0
390,4496221.0,IRWIN_RESOURCE_TYPE,"Engine, Type 6",,"Engine, Type 6",16.0,,2017.0
391,4496222.0,IRWIN_RESOURCE_TYPE,"Engine, Type 7",,"Engine, Type 7",17.0,,2017.0
392,4496223.0,IRWIN_RESOURCE_TYPE,ASM,,ASM,18.0,,2017.0
393,4496224.0,IRWIN_RESOURCE_TYPE,Air Attack Platform,,Air Attack Platform,19.0,,2017.0
394,4496225.0,IRWIN_RESOURCE_TYPE,Lead Plane,,Lead Plane,20.0,,2017.0
395,4496226.0,IRWIN_RESOURCE_TYPE,Reconnaissance Aircraft,,Reconnaissance Aircraft,21.0,,2017.0
396,4496227.0,IRWIN_RESOURCE_TYPE,"Helicopter, Type 1",,"Helicopter, Type 1",22.0,,2017.0
397,4496228.0,IRWIN_RESOURCE_TYPE,"Helicopter, Type 2",,"Helicopter, Type 2",23.0,,2017.0
398,4496229.0,IRWIN_RESOURCE_TYPE,"Helicopter, Type 3",,"Helicopter, Type 3",24.0,,2017.0
399,4496230.0,IRWIN_RESOURCE_TYPE,Masticator,,Masticator,25.0,,2017.0
400,4496231.0,IRWIN_RESOURCE_TYPE,Individual Single Resource Personnel,,Individual Single Resource Personnel,26.0,,2017.0
401,4496232.0,IRWIN_RESOURCE_TYPE,Skidgine,,Skidgine,27.0,,2017.0
402,4496233.0,IRWIN_RESOURCE_TYPE,Support (All Types),,Support (All Types),28.0,,2017.0
403,4496234.0,IRWIN_RESOURCE_TYPE,Tactical (All Types),,Tactical (All Types),29.0,,2017.0
404,4496235.0,IRWIN_RESOURCE_TYPE,Track Vehicle,,Track Vehicle,30.0,,2017.0
405,4496236.0,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 1",,"Tractor Plow, Type 1",31.0,,2017.0
406,4496237.0,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 2",,"Tractor Plow, Type 2",32.0,,2017.0
407,4496238.0,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 3",,"Tractor Plow, Type 3",33.0,,2017.0
408,4496239.0,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 4",,"Tractor Plow, Type 4",34.0,,2017.0
409,4496240.0,IRWIN_RESOURCE_CATEGORY,Other,,Other,13.0,,2017.0
410,4496241.0,IRWIN_RESOURCE_TYPE,Aerial Apparatus,,Aerial Apparatus,40.0,,2017.0
411,4496242.0,IRWIN_RESOURCE_TYPE,Air Supply Truck,,Air Supply Truck,41.0,,2017.0
412,4496243.0,IRWIN_RESOURCE_TYPE,Ambulance,,Ambulance,42.0,,2017.0
413,4496244.0,IRWIN_RESOURCE_TYPE,Boat,,Boat,43.0,,2017.0
414,4496245.0,IRWIN_RESOURCE_TYPE,"Canine, Bomb Squad",,"Canine, Bomb Squad",44.0,,2017.0
415,4496246.0,IRWIN_RESOURCE_TYPE,"Canine, Narcotics",,"Canine, Narcotics",45.0,,2017.0
416,4496247.0,IRWIN_RESOURCE_TYPE,"Canine, Police",,"Canine, Police",46.0,,2017.0
417,4496248.0,IRWIN_RESOURCE_TYPE,"Canine, SAR",,"Canine, SAR",47.0,,2017.0
418,4496249.0,IRWIN_RESOURCE_TYPE,Cave Rescue Team,,Cave Rescue Team,48.0,,2017.0
419,4496250.0,IRWIN_RESOURCE_TYPE,Crash Rescue (Aircraft),,Crash Rescue (Aircraft),49.0,,2017.0
420,4496251.0,IRWIN_RESOURCE_TYPE,Decontamination Unit,,Decontamination Unit,50.0,,2017.0
421,4496252.0,IRWIN_RESOURCE_TYPE,Food Dispensing Unit,,Food Dispensing Unit,51.0,,2017.0
422,4496253.0,IRWIN_RESOURCE_TYPE,GIS Unit,,GIS Unit,52.0,,2017.0
423,4496254.0,IRWIN_RESOURCE_TYPE,Hazardous Materials Unit,,Hazardous Materials Unit,53.0,,2017.0
424,4496255.0,IRWIN_RESOURCE_TYPE,Heavy Rescue Unit,,Heavy Rescue Unit,54.0,,2017.0
425,4496256.0,IRWIN_RESOURCE_TYPE,Illumination Unit (Lighting),,Illumination Unit (Lighting),55.0,,2017.0
426,4496257.0,IRWIN_RESOURCE_TYPE,"Laundry, Mobile",,"Laundry, Mobile",56.0,,2017.0
427,4496258.0,IRWIN_RESOURCE_TYPE,Mass Casualty Incident Trailer,,Mass Casualty Incident Trailer,57.0,,2017.0
428,4496259.0,IRWIN_RESOURCE_TYPE,Medic Squad,,Medic Squad,58.0,,2017.0
429,4496260.0,IRWIN_RESOURCE_TYPE,Mine Rescue Team,,Mine Rescue Team,59.0,,2017.0
430,4496261.0,IRWIN_RESOURCE_TYPE,Mobile Communications Center,,Mobile Communications Center,60.0,,2017.0
431,4496262.0,IRWIN_RESOURCE_TYPE,Mobile Coroner Unit,,Mobile Coroner Unit,61.0,,2017.0
432,4496263.0,RESOURCE_TYPE,"Engine, Type 7",ENG7,"Engine, Type 7",121.0,,2017.0
433,4496264.0,RESOURCE_TYPE,"Airtanker, VLAT",VLAT,"Airtanker, VLAT",1060.0,,2017.0
434,4496265.0,RESOURCE_TYPE,"Airtanker, Type 1",AT1,"Airtanker, Type 1",1030.0,,2017.0
435,4496266.0,RESOURCE_TYPE,"Airtanker, Type 2",AT2,"Airtanker, Type 2",1040.0,,2017.0
436,4496267.0,RESOURCE_TYPE,"Airtanker, Type 3",AT3,"Airtanker, Type 3",1050.0,,2017.0
437,4496268.0,RESOURCE_TYPE,Single Engine Airtanker,SEAT,Single Engine Airtanker,1020.0,,2017.0
438,4496269.0,RESOURCE_TYPE,"Boat, Fire",FB,"Boat, Fire",201.0,,2017.0
439,4496270.0,RESOURCE_TYPE,"Boat, Transportation",TB,"Boat, Transportation",202.0,,2017.0
