ID,LUCODES_IDENTIFIER,CODE_TYPE,CODE_NAME,ABBREVIATION,DESCRIPTION,SORT_ORDER,R_SEG,CY
306,9429947,RESOURCE_TYPE,"Boat, Rescue",RB,"Boat, Rescue",200,,2020
307,9429948,RESOURCE_TYPE,Rescue Unit,RSQU,Rescue Unit,220,,2020
308,9429949,RESOURCE_TYPE,"Shower, Mobile",MSHWR,"Shower, Mobile",240,,2020
309,9429950,RESOURCE_TYPE,Urban SAR Team,USAR,Urban SAR Team,250,,2020
310,9429951,RESOURCE_TYPE,"Tender, Water (Tactical)",WTDT,"Tender, Water (Tactical)",260,,2020
311,9429952,WORLD_TIME_ZONE,US/Alaska,,US/Alaska,10,,2020
312,9429953,RESOURCE_TYPE,Overhead,OVH,Overhead,9999,,2020
313,9429954,UTM_ZONE,UTM Zone 01,01,Zone Range: 180W - 174W      Central Meridian: 177W,1,,2020
314,9429955,UTM_ZONE,UTM Zone 02,02,Zone Range: 174W - 168W      Central Meridian: 171W,2,,2020
315,9429956,UTM_ZONE,UTM Zone 03,03,Zone Range: 168W - 162W      Central Meridian: 165W,3,,2020
316,9429957,UTM_ZONE,UTM Zone 04,04,Zone Range: 162W - 156W      Central Meridian: 159W,4,,2020
317,9429958,UTM_ZONE,UTM Zone 05,05,Zone Range: 156W - 150W      Central Meridian: 153W,5,,2020
318,9430064,WORLD_TIME_ZONE,Canada/Yukon,,Canada/Yukon,220,,2020
319,9430065,WORLD_TIME_ZONE,CST6CDT,,CST6CDT,2330,,2020
320,9430066,WORLD_TIME_ZONE,EST5EDT,,EST5EDT,2390,,2020
321,9430067,WORLD_TIME_ZONE,MST7MDT,,MST7MDT,3490,,2020
322,9430068,WORLD_TIME_ZONE,PST8PDT,,PST8PDT,3580,,2020
323,9430069,IRWIN_RESOURCE_TYPE,"Engine, Type 2",,"Engine, Type 2",12,,2020
324,9430070,IRWIN_RESOURCE_TYPE,"Engine, Type 3",,"Engine, Type 3",13,,2020
325,9430071,IRWIN_RESOURCE_TYPE,"Engine, Type 4",,"Engine, Type 4",14,,2020
326,9430072,IRWIN_RESOURCE_TYPE,"Engine, Type 5",,"Engine, Type 5",15,,2020
327,9430073,IRWIN_RESOURCE_TYPE,"Engine, Type 6",,"Engine, Type 6",16,,2020
328,9430074,IRWIN_RESOURCE_TYPE,"Engine, Type 7",,"Engine, Type 7",17,,2020
329,9430075,IRWIN_RESOURCE_TYPE,ASM,,ASM,18,,2020
330,9430076,IRWIN_RESOURCE_TYPE,Air Attack Platform,,Air Attack Platform,19,,2020
331,9430077,IRWIN_RESOURCE_TYPE,Lead Plane,,Lead Plane,20,,2020
332,9430078,IRWIN_RESOURCE_TYPE,Reconnaissance Aircraft,,Reconnaissance Aircraft,21,,2020
333,9430079,IRWIN_RESOURCE_TYPE,"Helicopter, Type 1",,"Helicopter, Type 1",22,,2020
334,9430080,IRWIN_RESOURCE_TYPE,"Helicopter, Type 2",,"Helicopter, Type 2",23,,2020
335,9430081,IRWIN_RESOURCE_TYPE,"Helicopter, Type 3",,"Helicopter, Type 3",24,,2020
336,9430082,IRWIN_RESOURCE_TYPE,Masticator,,Masticator,25,,2020
337,9430083,IRWIN_RESOURCE_TYPE,Individual Single Resource Personnel,,Individual Single Resource Personnel,26,,2020
338,9430084,IRWIN_RESOURCE_TYPE,Skidgine,,Skidgine,27,,2020
339,9430085,IRWIN_RESOURCE_TYPE,Support (All Types),,Support (All Types),28,,2020
340,9430086,IRWIN_RESOURCE_TYPE,Tactical (All Types),,Tactical (All Types),29,,2020
341,9430087,IRWIN_RESOURCE_TYPE,Track Vehicle,,Track Vehicle,30,,2020
342,9430088,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 1",,"Tractor Plow, Type 1",31,,2020
343,9430089,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 2",,"Tractor Plow, Type 2",32,,2020
344,9430090,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 3",,"Tractor Plow, Type 3",33,,2020
345,9430091,IRWIN_RESOURCE_TYPE,"Tractor Plow, Type 4",,"Tractor Plow, Type 4",34,,2020
346,9430092,IRWIN_RESOURCE_CATEGORY,Other,,Other,13,,2020
347,9430093,IRWIN_RESOURCE_TYPE,Aerial Apparatus,,Aerial Apparatus,40,,2020
348,9430094,IRWIN_RESOURCE_TYPE,Air Supply Truck,,Air Supply Truck,41,,2020
349,9430095,IRWIN_RESOURCE_TYPE,Ambulance,,Ambulance,42,,2020
350,9430096,IRWIN_RESOURCE_TYPE,Boat,,Boat,43,,2020
351,9430097,IRWIN_RESOURCE_TYPE,"Canine, Bomb Squad",,"Canine, Bomb Squad",44,,2020
352,9430098,IRWIN_RESOURCE_TYPE,"Canine, Narcotics",,"Canine, Narcotics",45,,2020
353,9430099,IRWIN_RESOURCE_TYPE,"Canine, Police",,"Canine, Police",46,,2020
354,9430100,IRWIN_RESOURCE_TYPE,"Canine, SAR",,"Canine, SAR",47,,2020
355,9430101,IRWIN_RESOURCE_TYPE,Cave Rescue Team,,Cave Rescue Team,48,,2020
356,9430102,IRWIN_RESOURCE_TYPE,Crash Rescue (Aircraft),,Crash Rescue (Aircraft),49,,2020
357,9430103,IRWIN_RESOURCE_TYPE,Decontamination Unit,,Decontamination Unit,50,,2020
358,9430104,IRWIN_RESOURCE_TYPE,Food Dispensing Unit,,Food Dispensing Unit,51,,2020
359,9430105,IRWIN_RESOURCE_TYPE,GIS Unit,,GIS Unit,52,,2020
360,9430106,IRWIN_RESOURCE_TYPE,Hazardous Materials Unit,,Hazardous Materials Unit,53,,2020
361,9430107,IRWIN_RESOURCE_TYPE,Heavy Rescue Unit,,Heavy Rescue Unit,54,,2020
362,9430108,IRWIN_RESOURCE_TYPE,Illumination Unit (Lighting),,Illumination Unit (Lighting),55,,2020
363,9430109,IRWIN_RESOURCE_TYPE,"Laundry, Mobile",,"Laundry, Mobile",56,,2020
364,9430110,IRWIN_RESOURCE_TYPE,Mass Casualty Incident Trailer,,Mass Casualty Incident Trailer,57,,2020
365,9430111,IRWIN_RESOURCE_TYPE,Medic Squad,,Medic Squad,58,,2020
366,9430112,IRWIN_RESOURCE_TYPE,Mine Rescue Team,,Mine Rescue Team,59,,2020
367,9430113,IRWIN_RESOURCE_TYPE,Mobile Communications Center,,Mobile Communications Center,60,,2020
368,9430114,IRWIN_RESOURCE_TYPE,Mobile Coroner Unit,,Mobile Coroner Unit,61,,2020
369,9430115,RESOURCE_TYPE,"Engine, Type 7",ENG7,"Engine, Type 7",121,,2020
370,9430116,RESOURCE_TYPE,"Airtanker, VLAT",VLAT,"Airtanker, VLAT",1060,,2020
371,9430117,RESOURCE_TYPE,"Airtanker, Type 1",AT1,"Airtanker, Type 1",1030,,2020
372,9430118,RESOURCE_TYPE,"Airtanker, Type 2",AT2,"Airtanker, Type 2",1040,,2020
373,9430119,RESOURCE_TYPE,"Airtanker, Type 3",AT3,"Airtanker, Type 3",1050,,2020
374,9430120,RESOURCE_TYPE,Single Engine Airtanker,SEAT,Single Engine Airtanker,1020,,2020
375,9430121,RESOURCE_TYPE,"Boat, Fire",FB,"Boat, Fire",201,,2020
376,9430122,RESOURCE_TYPE,"Boat, Transportation",TB,"Boat, Transportation",202,,2020
377,9430123,RESOURCE_TYPE,"Canine, Narcotics",K9N,"Canine, Narcotics",1080,,2020
378,9430124,RESOURCE_TYPE,"Canine, Police",K9PU,"Canine, Police",1090,,2020
379,9430125,RESOURCE_TYPE,Canine Search Team,K9SAR,Canine Search Team,1100,,2020
380,9430126,RESOURCE_TYPE,Crash Rescue (Aircraft),CFR,Crash Rescue (Aircraft),1120,,2020
381,9430127,RESOURCE_TYPE,"Fixed Wing, Air Tactical",FWAT,"Fixed Wing, Air Tactical",162,,2020
382,9430128,RESOURCE_TYPE,"Fixed Wing, ASM",ASM,"Fixed Wing, ASM",161,,2020
383,9430129,RESOURCE_TYPE,"Fixed Wing, LEAD",LEAD,"Fixed Wing, LEAD",163,,2020
384,9430130,RESOURCE_TYPE,Illumination Unit (Lighting),ILAU,Illumination Unit (Lighting),1140,,2020
385,9430131,RESOURCE_TYPE,Mass Casualty Incident Trailer,MCIT,Mass Casualty Incident Trailer,1150,,2020
386,9430132,RESOURCE_TYPE,Masticator,MAST,Masticator,1160,,2020
387,9430133,RESOURCE_TYPE,Mobile Kitchen Unit,MKU,Mobile Kitchen Unit,181,,2020
388,9430134,RESOURCE_TYPE,Skidgine,SKID,Skidgine,1230,,2020
389,9430135,RESOURCE_TYPE,"Tender, Potable Water",WTDP,"Tender, Potable Water",261,,2020
390,9430136,RESOURCE_TYPE,"Tender, Water (Support)",WTDS,"Tender, Water (Support)",262,,2020
391,9430137,RESOURCE_TYPE,"Transportation, Bus, Coach",BUS,"Transportation, Bus, Coach",1260,,2020
392,9430138,RESOURCE_TYPE,"Truck, Hazmat",HAZTR,"Truck, Hazmat",1270,,2020
393,9430139,RESOURCE_TYPE,Water Purification Plant,WPP,Water Purification Plant,1290,,2020
394,9430140,RESOURCE_TYPE,Water Rescue Team,WRT,Water Rescue Team,1245,,2020
395,9430141,SIT209_REPORT_RESOURCE_GROUP,CREWS,,CREWS,10,,2020
396,9430142,SIT209_REPORT_RESOURCE_GROUP,HELICOPTERS,,HELICOPTERS,20,,2020
397,9430143,SIT209_REPORT_RESOURCE_GROUP,AIRCRAFT,,AIRCRAFT,25,,2020
398,9430144,SIT209_REPORT_RESOURCE_GROUP,ENGINES,,ENGINES,30,,2020
399,9430145,SIT209_REPORT_RESOURCE_GROUP,EQUIPMENT,,EQUIPMENT,35,,2020
400,9430146,SIT209_REPORT_RESOURCE_GROUP,OVERHEAD,,OVERHEAD,40,,2020
401,9430147,GENERAL_FIRE_BEHAVIOR,Extreme,EXT,Extreme,10,,2020
402,9430148,GENERAL_FIRE_BEHAVIOR,Active,ACT,Active,20,,2020
403,9430149,GENERAL_FIRE_BEHAVIOR,Moderate,MOD,Moderate,30,,2020
404,9430150,GENERAL_FIRE_BEHAVIOR,Minimal,MIN,Minimal,40,,2020
405,9430151,FIRE_BEHAVIOR_CHARACTERISTIC,Crowning,,Crowning,10,,2020
406,9430152,FIRE_BEHAVIOR_CHARACTERISTIC,Short Crown Runs,,Short Crown Runs,20,,2020
407,9430153,FIRE_BEHAVIOR_CHARACTERISTIC,Uphill Runs,,Uphill Runs,30,,2020
408,9430154,FIRE_BEHAVIOR_CHARACTERISTIC,Wind Driven Runs,,Wind Driven Runs,40,,2020
409,9430155,FIRE_BEHAVIOR_CHARACTERISTIC,Running,,Running,50,,2020
410,9430156,FIRE_BEHAVIOR_CHARACTERISTIC,Flanking,,Flanking,60,,2020
411,9430157,FIRE_BEHAVIOR_CHARACTERISTIC,Backing,,Backing,70,,2020
412,9430158,FIRE_BEHAVIOR_CHARACTERISTIC,Creeping,,Creeping,80,,2020
413,9430159,FIRE_BEHAVIOR_CHARACTERISTIC,Torching,,Torching,90,,2020
414,9430160,FIRE_BEHAVIOR_CHARACTERISTIC,Group Torching,,Group Torching,100,,2020
415,9430161,FIRE_BEHAVIOR_CHARACTERISTIC,Single Tree Torching,,Single Tree Torching,110,,2020
416,9430391,IRWIN_RESOURCE_MAP,DDE9FCE0-4213-4385-8C6F-4EE7F8186D40,,Natl Incident Mgmt Organization (NIMO) Long,,,2020
417,9430392,IRWIN_RESOURCE_MAP,933F7D44-D9A9-4F0E-9572-9153E6FDDF39,,Natl Incident Mgmt Organization (NIMO) Short,,,2020
418,9430393,IRWIN_RESOURCE_MAP,6F280A09-0DF2-46F2-801E-EF104064F45E,,Special Event,,,2020
419,9430394,IRWIN_RESOURCE_MAP,48A36214-60CC-420C-AAFB-C5B753C7706B,,Type 1 Long,,,2020
420,9430395,IRWIN_RESOURCE_MAP,F049C420-F1EF-478E-AA15-D55102566119,,Type 1 Short,,,2020
421,9430396,IRWIN_RESOURCE_MAP,43220E56-AA45-473D-B748-42C454990446,,Type 2 Long,,,2020
422,9430397,IRWIN_RESOURCE_MAP,36F8DABE-1FA2-49D8-A967-C47698ACFA86,,Type 2 Short,,,2020
423,9430398,IRWIN_RESOURCE_MAP,BF52F4B2-3B6A-477A-A408-BA5FFFF39572,,Type 3,,,2020
424,9430399,IRWIN_RESOURCE_MAP,C17EE7DC-CAF9-49FC-9E11-FEAAA01DF295,,Wildland Fire Investigation,,,2020
425,9430400,IRWIN_RESOURCE_MAP,F04DF531-4C28-4EB7-92FD-1A7DFD093BE3,,Wildland Fire Management,,,2020
426,9430401,IRWIN_RESOURCE_MAP,9D85B996-7996-4D06-AC09-1422F545D015,,"Audit, Process, Review",,,2020
427,9430402,IRWIN_RESOURCE_MAP,04FA7E78-EB65-4D1D-953C-9E3C411976A1,,Administrative Payment,,,2020
428,9430403,IRWIN_RESOURCE_MAP,F0598CEC-F629-4F29-992F-62A45D395498,,All Hazard,,,2020
429,9430404,IRWIN_RESOURCE_MAP,2308ABAF-56CA-42D9-BC87-8D4E6B8DD6A4,,All Risk NPS,,,2020
430,9430405,IRWIN_RESOURCE_MAP,66E2B224-E999-495C-99A3-789CD9974FFF,,Area Command,,,2020
431,9430406,IRWIN_RESOURCE_MAP,0B691DC3-33A2-492D-BC81-1DC5254D62DD,,Burned Area Emergency Response,,,2020
432,9430407,IRWIN_RESOURCE_MAP,B897A5D4-78F8-4659-AC8D-9073B6EFC913,,Buying,,,2020
433,9430408,IRWIN_RESOURCE_MAP,A0D38F10-7C75-4D5D-8A5C-FECAE74DC79C,,Critical Incident Stress,,,2020
434,9430409,IRWIN_RESOURCE_MAP,A029E816-8DA5-4641-B011-07C847A21EC9,,ECC Support (CALIFORNIA ONLY),,,2020
435,9430410,IRWIN_RESOURCE_MAP,6AC0C0E1-1CCC-4FFA-AAED-271C9124E626,,Fire and Aviation Safety,,,2020
436,9430411,IRWIN_RESOURCE_MAP,1D497750-66B1-4724-B40D-1716D68F2570,,Fire Prevention/Education,,,2020
437,9430412,IRWIN_RESOURCE_MAP,111F01AC-7322-49F4-8814-B86F9EDE124B,,Hazardous Material,,,2020
438,9430413,IRWIN_RESOURCE_MAP,0FEF2F11-2DA5-41A8-AAAF-494898D593A4,,Incident Medical,,,2020
439,9430414,IRWIN_RESOURCE_MAP,628D8F14-9F08-44CF-ABDD-2B26326A742F,,Incident Obligation,,,2020
440,9430415,IRWIN_RESOURCE_MAP,C3A41220-E286-4403-9915-F04EE082C428,,Medical Response,,,2020
441,9430416,IRWIN_RESOURCE_MAP,D25EBE44-19FE-4F81-8E17-5D09FC09DC51,,Natl Incident Mgmt Organization (NIMO) Long,,,2020
442,9430417,IRWIN_RESOURCE_MAP,A088D8F3-3AE7-4D00-8996-34CB36931E5C,,Natl Incident Mgmt Organization (NIMO) Short,,,2020
443,9430418,IRWIN_RESOURCE_MAP,93E7E0C6-5BAD-4324-A8C7-E75BCB58DFD5,,Special Event,,,2020
444,9430419,IRWIN_RESOURCE_MAP,11048643-0E8B-4E7A-9227-C1A03854DFBA,,Type 1 Long,,,2020
445,9430420,IRWIN_RESOURCE_MAP,3D4EB861-AB6E-46B9-80E9-D62957C15AD4,,Type 1 Short,,,2020
446,9430421,IRWIN_RESOURCE_MAP,191DA9DC-D4C2-4E1E-BA91-CAE3165ABCEF,,Type 2 Long,,,2020
447,9430422,IRWIN_RESOURCE_MAP,469E4A54-2588-469C-A063-EB8C42AD01BE,,Type 2 Short,,,2020
448,9430423,IRWIN_RESOURCE_MAP,8038679C-6BB9-494B-8276-3DC626FC6852,,Type 3,,,2020
449,9430424,IRWIN_RESOURCE_MAP,08E7E566-F34B-45A7-B485-A7FFF3A977D6,,Wildland Fire Investigation,,,2020
450,9430425,IRWIN_RESOURCE_MAP,B177980C-467E-4D30-9C57-D05AD4BB5709,,Wildland Fire Management,,,2020
451,9430426,IRWIN_RESOURCE_MAP,F552C901-30D0-43E7-A046-A1DAB86E0C61,,"Tractor Plow, Type 2",,,2020
452,9430427,IRWIN_RESOURCE_MAP,FFD3970C-A7D6-4D8E-8C68-AB909C180C62,,"Tractor Plow, Type 3",,,2020
453,9430428,IRWIN_RESOURCE_MAP,408216BF-1D5A-48BD-8253-C7AC7AB20C63,,"Tractor Plow, Type 4",,,2020
454,9430429,IRWIN_RESOURCE_MAP,236CD0E3-9AE7-413F-8C96-6BC751880C64,,"Tractor Plow, Type 5",,,2020
455,9430430,IRWIN_RESOURCE_MAP,CAF0F64F-7A46-4FC8-B796-32F7BBC00C65,,"Tractor Plow, Type 6",,,2020
456,9430431,IRWIN_RESOURCE_MAP,E09C5CF8-ACFA-47B9-B12A-16149BB00E28,,"Truck, Hazmat",,,2020
457,9430432,IRWIN_RESOURCE_MAP,9576B86E-A958-40A6-A50D-2347236E93E6,,"Tender, Potable Water",,,2020
458,9430433,IRWIN_RESOURCE_MAP,E3856DB9-1F9A-4860-97A0-43572F58DBE4,,Support (All Types),,,2020
459,9430434,IRWIN_RESOURCE_MAP,D2DD5957-B664-4F55-AD05-88E03A02F0F9,,Tactical (All Types),,,2020
460,9430435,IRWIN_RESOURCE_MAP,D0C16C74-C904-4D04-95CA-ECA56EB797C7,,Support (All Types),,,2020
461,9430436,IRWIN_RESOURCE_MAP,51161AD7-932A-4CBF-98B3-258DCC1AF550,,Tactical (All Types),,,2020
462,9430437,IRWIN_RESOURCE_MAP,C9BE69AB-6A6D-46D2-81E6-0D6C9FDB1594,,Support (All Types),,,2020
463,9430438,IRWIN_RESOURCE_MAP,311C4C28-3083-4DEE-8BCE-F3B9EDCF0092,,Support (All Types),,,2020
464,9430439,IRWIN_RESOURCE_MAP,04C1E665-EEBE-4942-B20B-6CE97CF38E02,,Type Miscellaneous,,,2020
465,9430440,IRWIN_RESOURCE_MAP,9CD52A86-C0B6-47A6-8E87-BF3D1468004D,,Agency Representative,,,2020
466,9430441,IRWIN_RESOURCE_MAP,ADA5C0A2-97CD-4C4E-921C-943E2EE4BB41,,Faller Single,,,2020
467,9430442,IRWIN_RESOURCE_MAP,306E006C-99B8-40B0-8DDA-2BBD818D8053,,Aerial Supervision (CALFIRE),,,2020
468,9430443,IRWIN_RESOURCE_MAP,F9BC15F7-CC9C-447E-8FC2-3ABC61289E65,,Faller,,,2020
469,9430444,IRWIN_RESOURCE_MAP,684045A2-7CF9-4F5D-80EE-56D015540B26,,Fuels,,,2020
470,9430445,IRWIN_RESOURCE_MAP,8510B6F4-C8BC-4955-BEBB-F4C4627A0B9D,,Rapid Extraction Support (GACC ONLY),,,2020
471,9430446,IRWIN_RESOURCE_MAP,4425C0A8-953C-453A-B519-A1C834B06F16,,Suppression,,,2020
472,9430447,IRWIN_RESOURCE_MAP,288DA366-98C0-47C0-8DA6-3776B4F8CD20,,Squad,,,2020
473,9430448,IRWIN_RESOURCE_MAP,2E271F67-6B74-43D3-BC88-EFB4AAA0824A,,Faller Single,,,2020
474,9430449,IRWIN_RESOURCE_MAP,94A3CFF5-2BAD-40AF-8B18-A9002F5BD766,,Aerial Supervision (CALFIRE),,,2020
475,9430450,IRWIN_RESOURCE_MAP,0238D701-C669-4ACB-AD53-E6213A1211CD,,Faller,,,2020
476,9430451,IRWIN_RESOURCE_MAP,AB137B96-66BF-40F0-A557-CFF93AB5EDBF,,Fuels,,,2020
477,9430452,IRWIN_RESOURCE_MAP,4051B646-9ACD-4337-8895-C4FEFEE34A9D,,Rapid Extraction Support (GACC ONLY),,,2020
478,9430453,IRWIN_RESOURCE_MAP,6B7A4BA3-CB2F-45CF-A48B-575EEBC6D675,,Suppression,,,2020
479,9430454,IRWIN_RESOURCE_MAP,EEF24421-DCDA-4867-BEB2-1162106C61AA,,Squad,,,2020
480,9430455,IRWIN_RESOURCE_MAP,058901A3-8D63-4506-A83A-39A69B8A003E,,Accounting Technician,,,2020
481,9430456,IRWIN_RESOURCE_MAP,475B67BB-EE80-4A9F-812C-BB85DE46004A,,Administrative Payment Team Leader,,,2020
482,9430457,IRWIN_RESOURCE_MAP,84214D1A-35EA-4849-BBFC-788C68F7004B,,Administrative Payment Team Member,,,2020
483,9430458,IRWIN_RESOURCE_MAP,1BC88E10-C2EA-4DB6-B522-EF317BC32BE4,,Advanced Emergency Medical Technician,,,2020
484,9430459,IRWIN_RESOURCE_MAP,893E00A9-0A38-418E-8BED-2090481C31DD,,"Advanced Emergency Medical Technician, Fireline",,,2020
485,9430460,IRWIN_RESOURCE_MAP,53B31735-16F6-4C8F-BE6A-22751CBFD8A0,,Advanced Faller,,,2020
486,9430461,IRWIN_RESOURCE_MAP,A7B8FD74-59F6-45D9-938F-74B71D820046,,Aerial Observer,,,2020
487,9430462,IRWIN_RESOURCE_MAP,42595956-52C1-4415-8F6C-9511A2D31EA0,,Agency Administrator,,,2020
488,9430463,IRWIN_RESOURCE_MAP,2770F7AF-F85F-4EC8-AEE1-491666FD003B,,Agency Aviation Military Liaison,,,2020
489,9430464,IRWIN_RESOURCE_MAP,F6B17699-9CCF-49D8-85F8-FE58698D2BD7,,Air Ambulance Coordinator,,,2020
490,9430465,IRWIN_RESOURCE_MAP,D924D720-03C0-4A35-B2A8-FC3505D50049,,Air Operations Branch Director,,,2020
491,9430466,IRWIN_RESOURCE_MAP,341A0CF7-A7E0-4FE6-852D-6C206A140FC2,,Air Quality Specialist,,,2020
492,9430467,IRWIN_RESOURCE_MAP,6FC7346A-DBCD-4F5C-B66F-48F6B86E004E,,Air Support Group Supervisor,,,2020
493,9430468,IRWIN_RESOURCE_MAP,5EFA5520-B81C-43B1-97F0-1E346A890051,,Air Tactical Group Supervisor,,,2020
494,9430469,IRWIN_RESOURCE_MAP,2740331E-7DF2-4313-B200-18FBC6A52DAC,,Air Tactical Pilot,,,2020
495,9430470,IRWIN_RESOURCE_MAP,2DAE16A5-36FD-4480-BDA9-92355DB40F40,,Air Tactical Supervisor,,,2020
496,9430471,IRWIN_RESOURCE_MAP,F1ACAF00-BD20-4BB8-BB02-D2F4267E2BD8,,Air Tactical Supervisor,,,2020
497,9430472,IRWIN_RESOURCE_MAP,98F3E844-AE43-4DBC-878F-C25064F02BDD,,Airboat Operator,,,2020
498,9430473,IRWIN_RESOURCE_MAP,AA9E176A-BBF9-4152-9A54-19629269003C,,Aircraft Base Radio Operator,,,2020
499,9430474,IRWIN_RESOURCE_MAP,2FFD6A75-46FD-4A3B-943A-7ED2AE5410BF,,Aircraft Dispatcher,,,2020
500,9430475,IRWIN_RESOURCE_MAP,C9C8962A-3A4A-478C-8139-2BA905AB1EA1,,Aircraft Mechanic,,,2020
501,9430476,IRWIN_RESOURCE_MAP,0D8890EC-74D5-4F0E-A35A-84358C680FC3,,Aircraft Time Keeper,,,2020
502,9430477,IRWIN_RESOURCE_MAP,D495028A-D739-4400-AFAA-D523BA00BBC0,,Aircrew Member,,,2020
503,9430478,IRWIN_RESOURCE_MAP,540B636A-D370-41B0-B028-E53A566A8222,,Airspace Coordinator,,,2020
504,9430479,IRWIN_RESOURCE_MAP,A31FBC1D-D8B5-4594-BDB6-7CAD266F004F,,Airtanker Base Manager,,,2020
505,9430480,IRWIN_RESOURCE_MAP,62335D3C-E854-4D81-BFDC-E2AD0FCE3205,,All-Hazards Helicopter Crewmember,,,2020
506,9430481,IRWIN_RESOURCE_MAP,B3D772CA-CC9C-4088-A174-C95ED79E31F4,,All-Hazards Operations Section Chief Type 2,,,2020
507,9430482,IRWIN_RESOURCE_MAP,E933A06A-5D78-4AF5-BAA2-69A875DB2BF0,,All-Hazards Planning Section Chief Type 2,,,2020
508,9430483,IRWIN_RESOURCE_MAP,A38EC2F8-4284-49DB-A664-97657C7F31EF,,All-Hazards Project Helicopter Manager,,,2020
509,9430484,IRWIN_RESOURCE_MAP,B8EC3974-A556-4481-BA04-40105BC431F5,,All-Hazards Public Information Officer Type 2,,,2020
510,9430485,IRWIN_RESOURCE_MAP,53984900-5F43-4022-B530-6CF35341320C,,All-Hazards Safety Officer Type 2,,,2020
511,9430486,IRWIN_RESOURCE_MAP,7369C39A-0367-4F59-8603-88CAFBD42BF4,,All-Hazards Situation Unit Leader,,,2020
512,9430487,IRWIN_RESOURCE_MAP,F6B67769-1F52-4C83-A5D6-C3E164962F23,,All-Hazards Task Force Leader,,,2020
513,9430488,IRWIN_RESOURCE_MAP,4CF58BB0-22CD-46D4-8665-3F46D3E30FC4,,Anthropologist,,,2020
514,9430489,IRWIN_RESOURCE_MAP,03EEA3AC-B924-4EE6-80F2-B71FFD7D2F18,,Arborist,,,2020
515,9430490,IRWIN_RESOURCE_MAP,F084D246-615E-4638-8AB7-3AF271A6004C,,Archaeologist,,,2020
516,9430491,IRWIN_RESOURCE_MAP,9EBF9978-7DFD-4F6A-A88B-604FB97631E0,,"Archaeologist, Marine",,,2020
517,9430492,IRWIN_RESOURCE_MAP,BC7CBC85-E6B3-4E73-A451-293F24182F19,,Architectural Conservator,,,2020
518,9430493,IRWIN_RESOURCE_MAP,293BD305-1C48-4A9C-9EB5-6776C7553200,,Architectural Historian,,,2020
519,9430494,IRWIN_RESOURCE_MAP,8D26004A-67C9-4992-82A8-3592C8B32F21,,Archivist,,,2020
520,9430495,IRWIN_RESOURCE_MAP,D02B32F9-0506-48CA-AA66-0C0642B7003D,,Area Command Aviation Coordinator,,,2020
521,9430496,IRWIN_RESOURCE_MAP,E755529F-07F5-48DC-8881-B646BC00003F,,Area Commander,,,2020
522,9430497,IRWIN_RESOURCE_MAP,AFD0D689-5AAD-4448-9CA7-81BBBB421E9E,,Arson Bomb Investigator,,,2020
523,9430498,IRWIN_RESOURCE_MAP,052BCE2E-6136-4E04-AD18-91BB05D20040,,"Assistant Area Commander, Logistics",,,2020
524,9430499,IRWIN_RESOURCE_MAP,E45DF90B-9772-41AC-84BA-D249EFFF0042,,"Assistant Area Commander, Planning",,,2020
525,9430500,IRWIN_RESOURCE_MAP,2D5DBC47-931E-4DFE-9B80-E8650F060041,,Assistant Cache Manager,,,2020
526,9430501,IRWIN_RESOURCE_MAP,2F4744C2-B1F5-4322-B060-DB4945A81D5F,,Assistant Hotshot Superintendent,,,2020
527,9430502,IRWIN_RESOURCE_MAP,64AEF17D-0590-4167-B721-86C94BE72BD9,,Assistant MAFFS Liaison Officer,,,2020
528,9430503,IRWIN_RESOURCE_MAP,EAAA6A1B-1584-4216-B457-6D33A4E90FC5,,ATV Operator,,,2020
529,9430504,IRWIN_RESOURCE_MAP,1D652AC2-3057-43BC-9049-BF9A34642F17,,Avian Aviation Biologist,,,2020
530,9430505,IRWIN_RESOURCE_MAP,001DBA9A-991A-4D98-909F-3BE03DF529D5,,Avian Biologist,,,2020
531,9430506,IRWIN_RESOURCE_MAP,9BFB66AE-5BCA-4DF2-98D7-A5D4F1170047,,Aviation Fuel Specialist,,,2020
532,9430507,IRWIN_RESOURCE_MAP,AD6F23FC-7472-4612-952D-4551DA450052,,Aviation Inspector,,,2020
533,9430508,IRWIN_RESOURCE_MAP,E5F2C06E-61EA-4033-A1DB-C4DFB2650054,,Base/Camp Manager,,,2020
534,9430509,IRWIN_RESOURCE_MAP,BBF96A4C-C368-46C6-9018-F8F1384C60C5,,Basic Faller,,,2020
535,9430510,IRWIN_RESOURCE_MAP,B9AE8635-83FF-4B16-ACF9-1E76E4F80056,,Battalion Military Liaison,,,2020
536,9430511,IRWIN_RESOURCE_MAP,448EAACD-5028-4182-84FD-5A771F991D10,,BEHAVE Specialist,,,2020
537,9430512,IRWIN_RESOURCE_MAP,07AFB2ED-FED5-43ED-9130-81C3BCBD0FC6,,Biological Science Technician,,,2020
538,9430513,IRWIN_RESOURCE_MAP,D32D5032-7343-48BE-A51C-1B86D3420055,,Biologist,,,2020
539,9430514,IRWIN_RESOURCE_MAP,24009524-7FF3-460B-9898-D5A86F3210C4,,Biometrician,,,2020
